,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
120,13,1,1,Always incorrect,Always confident but occasionally partially confident,2,2.1,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.4585852974508641,0.0
121,13,1,2,Always incorrect,Always confident but occasionally partially confident,2,19.83,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.3231876181615058,-0.1353976792893583
122,13,1,3,Always incorrect,Always confident but occasionally partially confident,1,15.66,0,0.5,-0.5,HIGH,-0.1667,-0.1667,RANDOM,0.6114385928073756,0.22457076801261655,-0.09861685014888927
123,13,1,4,Always incorrect,Always confident but occasionally partially confident,2,18.33,0,0.625,0.125,HIGH,-0.125,0.04169999999999999,RANDOM,0.6114385928073756,0.1625141517367327,-0.06205661627588385
124,13,1,5,Always incorrect,Always confident but occasionally partially confident,2,49.09,0,0.7,0.07499999999999996,HIGH,-0.1,0.024999999999999994,RANDOM,0.6114385928073756,0.12698409841360814,-0.03553005332312456
125,13,1,6,Always incorrect,Always confident but occasionally partially confident,2,28.63,0,0.75,0.050000000000000044,HIGH,-0.0833,0.016700000000000007,RANDOM,0.6114385928073756,0.10773365773651153,-0.01925044067709661
126,13,1,7,Always incorrect,Always confident but occasionally partially confident,2,48.39,0,0.7857,0.035699999999999954,HIGH,-0.0714,0.011899999999999994,RANDOM,0.6114385928073756,0.09761464028817113,-0.0101190174483404
127,13,1,8,Always incorrect,Always confident but occasionally partially confident,2,23.74,0,0.8125,0.026800000000000046,HIGH,-0.0625,0.008900000000000005,RANDOM,0.6114385928073756,0.09238013541048656,-0.005234504877684565
128,13,1,9,Always incorrect,Always confident but occasionally partially confident,1,39.95,0,0.6667,-0.14580000000000004,HIGH,-0.1111,-0.048600000000000004,RANDOM,0.6114385928073756,0.0896948010199802,-0.002685334390506361
129,13,1,10,Always incorrect,Always confident but occasionally partially confident,2,58.0,0,0.7,0.033299999999999996,HIGH,-0.1,0.011099999999999999,RANDOM,0.6114385928073756,0.08832308844429099,-0.0013717125756892157
