,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
150,16,1,1,Always incorrect,Always partially confident but occasionally not confident,1,33.07,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.4585852974508641,0.0
151,16,1,2,Always incorrect,Always partially confident but occasionally not confident,0,7.08,0,-0.75,-0.25,LOW,-0.75,-0.25,PESSIMISTIC,0.6114385928073756,0.3231876181615058,-0.1353976792893583
152,16,1,3,Always incorrect,Always partially confident but occasionally not confident,1,15.94,0,-0.6667,0.08330000000000004,LOW,-0.6667,0.08330000000000004,PESSIMISTIC,0.6114385928073756,0.22457076801261655,-0.09861685014888927
153,16,1,4,Always incorrect,Always partially confident but occasionally not confident,1,42.6,0,-0.625,0.04169999999999996,LOW,-0.625,0.04169999999999996,PESSIMISTIC,0.6114385928073756,0.1625141517367327,-0.06205661627588385
154,16,1,5,Always incorrect,Always partially confident but occasionally not confident,0,58.45,0,-0.7,-0.07499999999999996,LOW,-0.7,-0.07499999999999996,PESSIMISTIC,0.6114385928073756,0.12698409841360814,-0.03553005332312456
155,16,1,6,Always incorrect,Always partially confident but occasionally not confident,0,66.29,0,-0.75,-0.050000000000000044,LOW,-0.75,-0.050000000000000044,PESSIMISTIC,0.6114385928073756,0.10773365773651153,-0.01925044067709661
156,16,1,7,Always incorrect,Always partially confident but occasionally not confident,1,38.8,0,-0.7143,0.035699999999999954,LOW,-0.7143,0.035699999999999954,PESSIMISTIC,0.6114385928073756,0.09761464028817113,-0.0101190174483404
157,16,1,8,Always incorrect,Always partially confident but occasionally not confident,0,43.82,0,-0.75,-0.035699999999999954,LOW,-0.75,-0.035699999999999954,PESSIMISTIC,0.6114385928073756,0.09238013541048656,-0.005234504877684565
158,16,1,9,Always incorrect,Always partially confident but occasionally not confident,0,53.44,0,-0.7778,-0.027800000000000047,LOW,-0.7778,-0.027800000000000047,PESSIMISTIC,0.6114385928073756,0.0896948010199802,-0.002685334390506361
159,16,1,10,Always incorrect,Always partially confident but occasionally not confident,1,40.93,0,-0.75,0.027800000000000047,LOW,-0.75,0.027800000000000047,PESSIMISTIC,0.6114385928073756,0.08832308844429099,-0.0013717125756892157
