,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
80,9,1,1,Always correct,Always not confident but occasionally partially confident,0,99.03,1,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.7888426553309169,0.0
81,9,1,2,Always correct,Always not confident but occasionally partially confident,0,97.44,1,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.8980085587460824,0.10916590341516552
82,9,1,3,Always correct,Always not confident but occasionally partially confident,0,99.99,1,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.9538916131902438,0.05588305444416142
83,9,1,4,Always correct,Always not confident but occasionally partially confident,0,99.23,1,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.9798169025027206,0.02592528931247673
84,9,1,5,Always correct,Always not confident but occasionally partially confident,0,98.73,1,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.9912934261799321,0.011476523677211525
85,9,1,6,Always correct,Always not confident but occasionally partially confident,0,97.51,1,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.9962681359066804,0.004974709726748294
86,9,1,7,Always correct,Always not confident but occasionally partially confident,0,94.04,1,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.99840483939793,0.002136703491249614
87,9,1,8,Always correct,Always not confident but occasionally partially confident,1,97.28,1,-0.9375,0.0625,LOW,-0.9375,0.0625,PESSIMISTIC,0.6114385928073756,0.9993189662459453,0.0009141268480152842
88,9,1,9,Always correct,Always not confident but occasionally partially confident,0,98.01,1,-0.9444,-0.006900000000000017,LOW,-0.9444,-0.006900000000000017,PESSIMISTIC,0.6114385928073756,0.9997093883726372,0.0003904221266919361
89,9,1,10,Always correct,Always not confident but occasionally partially confident,0,90.73,1,-0.95,-0.005599999999999938,LOW,-0.95,-0.005599999999999938,PESSIMISTIC,0.6114385928073756,0.9998760166228767,0.0001666282502394978
