,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
320,33,1,1,Occasionally incorrect,Always partially confident but occasionally confident,2,94.13,1,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.7888426553309169,0.0
321,33,1,2,Occasionally incorrect,Always partially confident but occasionally confident,1,55.56,0,0.25,-0.75,AVERAGE,-0.25,-0.25,RANDOM,0.6114385928073756,0.6606246091859115,-0.12821804614500543
322,33,1,3,Occasionally incorrect,Always partially confident but occasionally confident,1,56.56,0,0.0,-0.25,AVERAGE,-0.3333,-0.08329999999999999,PESSIMISTIC,0.6114385928073756,0.509008817504935,-0.1516157916809765
323,33,1,4,Occasionally incorrect,Always partially confident but occasionally confident,1,13.16,0,-0.125,-0.125,AVERAGE,-0.375,-0.041700000000000015,PESSIMISTIC,0.6114385928073756,0.36466651929295935,-0.14434229821197564
324,33,1,5,Occasionally incorrect,Always partially confident but occasionally confident,1,8.57,0,-0.2,-0.07500000000000001,AVERAGE,-0.4,-0.025000000000000022,PESSIMISTIC,0.6114385928073756,0.2529862957083219,-0.11168022358463747
325,33,1,6,Occasionally incorrect,Always partially confident but occasionally confident,2,97.72,1,0.0,0.2,AVERAGE,-0.3333,0.06670000000000004,PESSIMISTIC,0.6114385928073756,0.45673194266129835,0.20374564695297648
326,33,1,7,Occasionally incorrect,Always partially confident but occasionally confident,2,91.2,1,0.1429,0.1429,AVERAGE,-0.2857,0.047599999999999976,PESSIMISTIC,0.6114385928073756,0.668619693653887,0.2118877509925886
327,33,1,8,Occasionally incorrect,Always partially confident but occasionally confident,1,9.32,0,0.0625,-0.0804,AVERAGE,-0.3125,-0.02679999999999999,PESSIMISTIC,0.6114385928073756,0.5175722866621141,-0.15104740699177288
328,33,1,9,Occasionally incorrect,Always partially confident but occasionally confident,2,6.6,0,0.1667,0.10419999999999999,AVERAGE,-0.2778,0.03470000000000001,PESSIMISTIC,0.6114385928073756,0.37200205013999316,-0.14557023652212092
329,33,1,10,Occasionally incorrect,Always partially confident but occasionally confident,1,91.75,1,0.1,-0.06669999999999998,AVERAGE,-0.3,-0.022199999999999998,PESSIMISTIC,0.6114385928073756,0.5894008752991109,0.21739882515911774
