,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
140,15,1,1,Always incorrect,Always partially confident but occasionally confident,2,43.11,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.4585852974508641,0.0
141,15,1,2,Always incorrect,Always partially confident but occasionally confident,1,35.35,0,0.25,-0.75,AVERAGE,-0.25,-0.25,RANDOM,0.6114385928073756,0.3231876181615058,-0.1353976792893583
142,15,1,3,Always incorrect,Always partially confident but occasionally confident,1,1.06,0,0.0,-0.25,AVERAGE,-0.3333,-0.08329999999999999,PESSIMISTIC,0.6114385928073756,0.22457076801261655,-0.09861685014888927
143,15,1,4,Always incorrect,Always partially confident but occasionally confident,1,33.91,0,-0.125,-0.125,AVERAGE,-0.375,-0.041700000000000015,PESSIMISTIC,0.6114385928073756,0.1625141517367327,-0.06205661627588385
144,15,1,5,Always incorrect,Always partially confident but occasionally confident,1,6.92,0,-0.2,-0.07500000000000001,AVERAGE,-0.4,-0.025000000000000022,PESSIMISTIC,0.6114385928073756,0.12698409841360814,-0.03553005332312456
145,15,1,6,Always incorrect,Always partially confident but occasionally confident,1,59.87,0,-0.25,-0.04999999999999999,AVERAGE,-0.4167,-0.016699999999999993,PESSIMISTIC,0.6114385928073756,0.10773365773651153,-0.01925044067709661
146,15,1,7,Always incorrect,Always partially confident but occasionally confident,2,19.96,0,-0.0714,0.17859999999999998,AVERAGE,-0.3571,0.05960000000000004,PESSIMISTIC,0.6114385928073756,0.09761464028817113,-0.0101190174483404
147,15,1,8,Always incorrect,Always partially confident but occasionally confident,1,55.38,0,-0.125,-0.053599999999999995,AVERAGE,-0.375,-0.017900000000000027,PESSIMISTIC,0.6114385928073756,0.09238013541048656,-0.005234504877684565
148,15,1,9,Always incorrect,Always partially confident but occasionally confident,1,68.48,0,-0.1667,-0.04169999999999999,AVERAGE,-0.3889,-0.013900000000000023,PESSIMISTIC,0.6114385928073756,0.0896948010199802,-0.002685334390506361
149,15,1,10,Always incorrect,Always partially confident but occasionally confident,2,30.87,0,-0.05,0.11669999999999998,AVERAGE,-0.35,0.038900000000000046,PESSIMISTIC,0.6114385928073756,0.08832308844429099,-0.0013717125756892157
