,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
180,19,1,1,Occasionally correct,Always confident,2,25.57,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.4585852974508641,0.0
181,19,1,2,Occasionally correct,Always confident,2,45.02,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.3231876181615058,-0.1353976792893583
182,19,1,3,Occasionally correct,Always confident,2,18.07,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.22457076801261655,-0.09861685014888927
183,19,1,4,Occasionally correct,Always confident,2,4.87,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.1625141517367327,-0.06205661627588385
184,19,1,5,Occasionally correct,Always confident,2,95.35,1,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.3340834547100766,0.1715693029733439
185,19,1,6,Occasionally correct,Always confident,2,58.59,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.23189334519982377,-0.10219010951025284
186,19,1,7,Occasionally correct,Always confident,2,42.32,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.1668764457618282,-0.06501689943799557
187,19,1,8,Occasionally correct,Always confident,2,66.83,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.12940065138167206,-0.037475794380156136
188,19,1,9,Occasionally correct,Always confident,2,25.77,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.10901908208819808,-0.020381569293473983
189,19,1,10,Occasionally correct,Always confident,2,25.14,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.09828371304479039,-0.010735369043407689
