,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
160,17,1,1,Always incorrect,Always not confident but occasionally confident,2,58.82,0,1.0,0.0,HIGH,0.0,0.0,RANDOM,0.6114385928073756,0.4585852974508641,0.0
161,17,1,2,Always incorrect,Always not confident but occasionally confident,0,64.46,0,0.0,-1.0,AVERAGE,-0.5,-0.5,PESSIMISTIC,0.6114385928073756,0.3231876181615058,-0.1353976792893583
162,17,1,3,Always incorrect,Always not confident but occasionally confident,2,14.47,0,0.3333,0.3333,AVERAGE,-0.3333,0.16670000000000001,PESSIMISTIC,0.6114385928073756,0.22457076801261655,-0.09861685014888927
163,17,1,4,Always incorrect,Always not confident but occasionally confident,0,68.35,0,0.0,-0.3333,AVERAGE,-0.5,-0.16670000000000001,PESSIMISTIC,0.6114385928073756,0.1625141517367327,-0.06205661627588385
164,17,1,5,Always incorrect,Always not confident but occasionally confident,0,9.05,0,-0.2,-0.2,AVERAGE,-0.6,-0.09999999999999998,PESSIMISTIC,0.6114385928073756,0.12698409841360814,-0.03553005332312456
165,17,1,6,Always incorrect,Always not confident but occasionally confident,0,42.69,0,-0.3333,-0.13329999999999997,LOW,-0.6667,-0.06669999999999998,PESSIMISTIC,0.6114385928073756,0.10773365773651153,-0.01925044067709661
166,17,1,7,Always incorrect,Always not confident but occasionally confident,0,38.94,0,-0.4286,-0.0953,LOW,-0.7143,-0.04760000000000009,PESSIMISTIC,0.6114385928073756,0.09761464028817113,-0.0101190174483404
167,17,1,8,Always incorrect,Always not confident but occasionally confident,0,18.77,0,-0.5,-0.07140000000000002,LOW,-0.75,-0.035699999999999954,PESSIMISTIC,0.6114385928073756,0.09238013541048656,-0.005234504877684565
168,17,1,9,Always incorrect,Always not confident but occasionally confident,0,52.43,0,-0.5556,-0.05559999999999998,LOW,-0.7778,-0.027800000000000047,PESSIMISTIC,0.6114385928073756,0.0896948010199802,-0.002685334390506361
169,17,1,10,Always incorrect,Always not confident but occasionally confident,2,18.74,0,-0.4,0.15559999999999996,LOW,-0.7,0.07780000000000009,PESSIMISTIC,0.6114385928073756,0.08832308844429099,-0.0013717125756892157
