,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
60,7,1,1,Always correct,Always partially confident but occasionally not confident,0,91.21,1,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.7888426553309169,0.0
61,7,1,2,Always correct,Always partially confident but occasionally not confident,1,93.98,1,-0.75,0.25,LOW,-0.75,0.25,PESSIMISTIC,0.6114385928073756,0.8980085587460824,0.10916590341516552
62,7,1,3,Always correct,Always partially confident but occasionally not confident,1,95.09,1,-0.6667,0.08330000000000004,LOW,-0.6667,0.08330000000000004,PESSIMISTIC,0.6114385928073756,0.9538916131902438,0.05588305444416142
63,7,1,4,Always correct,Always partially confident but occasionally not confident,0,95.43,1,-0.75,-0.08330000000000004,LOW,-0.75,-0.08330000000000004,PESSIMISTIC,0.6114385928073756,0.9798169025027206,0.02592528931247673
64,7,1,5,Always correct,Always partially confident but occasionally not confident,1,90.01,1,-0.7,0.050000000000000044,LOW,-0.7,0.050000000000000044,PESSIMISTIC,0.6114385928073756,0.9912934261799321,0.011476523677211525
65,7,1,6,Always correct,Always partially confident but occasionally not confident,1,95.75,1,-0.6667,0.033299999999999996,LOW,-0.6667,0.033299999999999996,PESSIMISTIC,0.6114385928073756,0.9962681359066804,0.004974709726748294
66,7,1,7,Always correct,Always partially confident but occasionally not confident,0,99.47,1,-0.7143,-0.04760000000000009,LOW,-0.7143,-0.04760000000000009,PESSIMISTIC,0.6114385928073756,0.99840483939793,0.002136703491249614
67,7,1,8,Always correct,Always partially confident but occasionally not confident,1,98.79,1,-0.6875,0.026800000000000046,LOW,-0.6875,0.026800000000000046,PESSIMISTIC,0.6114385928073756,0.9993189662459453,0.0009141268480152842
68,7,1,9,Always correct,Always partially confident but occasionally not confident,0,96.94,1,-0.7222,-0.03469999999999995,LOW,-0.7222,-0.03469999999999995,PESSIMISTIC,0.6114385928073756,0.9997093883726372,0.0003904221266919361
69,7,1,10,Always correct,Always partially confident but occasionally not confident,1,90.62,1,-0.7,0.022199999999999998,LOW,-0.7,0.022199999999999998,PESSIMISTIC,0.6114385928073756,0.9998760166228767,0.0001666282502394978
