,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
210,22,1,1,Occasionally correct,Always confident but occasionally partially confident,1,13.18,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.4585852974508641,0.0
211,22,1,2,Occasionally correct,Always confident but occasionally partially confident,1,34.62,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.3231876181615058,-0.1353976792893583
212,22,1,3,Occasionally correct,Always confident but occasionally partially confident,1,60.42,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.22457076801261655,-0.09861685014888927
213,22,1,4,Occasionally correct,Always confident but occasionally partially confident,1,33.63,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.1625141517367327,-0.06205661627588385
214,22,1,5,Occasionally correct,Always confident but occasionally partially confident,1,29.93,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.12698409841360814,-0.03553005332312456
215,22,1,6,Occasionally correct,Always confident but occasionally partially confident,1,92.04,1,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.27941720122922803,0.1524331028156199
216,22,1,7,Occasionally correct,Always confident but occasionally partially confident,1,20.53,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.19612029349427468,-0.08329690773495335
217,22,1,8,Occasionally correct,Always confident but occasionally partially confident,1,62.71,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.14591200853842085,-0.05020828495585383
218,22,1,9,Occasionally correct,Always confident but occasionally partially confident,2,61.37,0,-0.3333,0.16670000000000001,LOW,-0.4444,0.05559999999999998,PESSIMISTIC,0.6114385928073756,0.11789429204831776,-0.02801771649010308
219,22,1,10,Occasionally correct,Always confident but occasionally partially confident,1,50.97,0,-0.35,-0.016699999999999993,LOW,-0.45,-0.005599999999999994,PESSIMISTIC,0.6114385928073756,0.10292901668101234,-0.014965275367305422
