,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
190,20,1,1,Occasionally correct,Always partially confident,1,5.79,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.4585852974508641,0.0
191,20,1,2,Occasionally correct,Always partially confident,1,93.26,1,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.6702339273284179,0.21164862987755378
192,20,1,3,Occasionally correct,Always partially confident,1,27.63,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.5193143139601706,-0.15091961336824733
193,20,1,4,Occasionally correct,Always partially confident,1,29.24,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.37350507127206495,-0.14580924268810563
194,20,1,5,Occasionally correct,Always partially confident,1,96.84,1,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.5909052313344679,0.21740016006240298
195,20,1,6,Occasionally correct,Always partially confident,1,7.11,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.438619263888501,-0.15228596744596695
196,20,1,7,Occasionally correct,Always partially confident,1,95.0,1,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.6525909989482389,0.21397173505973793
197,20,1,8,Occasionally correct,Always partially confident,1,35.0,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.5005108139261747,-0.15208018502206422
198,20,1,9,Occasionally correct,Always partially confident,1,17.15,0,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.35747305660426354,-0.14303775732191115
199,20,1,10,Occasionally correct,Always partially confident,1,90.91,1,-0.5,0.0,LOW,-0.5,0.0,PESSIMISTIC,0.6114385928073756,0.5746587228693121,0.21718566626504854
