,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
260,27,1,1,Occasionally correct,Always not confident but occasionally partially confident,0,19.31,0,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.4585852974508641,0.0
261,27,1,2,Occasionally correct,Always not confident but occasionally partially confident,0,2.61,0,-1.0,0.0,LOW,-1.0,0.0,PESSIMISTIC,0.6114385928073756,0.3231876181615058,-0.1353976792893583
262,27,1,3,Occasionally correct,Always not confident but occasionally partially confident,0,0.17,0,-0.3333,0.6667000000000001,LOW,-0.6667,0.33330000000000004,PESSIMISTIC,0.6114385928073756,0.22457076801261655,-0.09861685014888927
263,27,1,4,Occasionally correct,Always not confident but occasionally partially confident,0,30.04,0,-0.5,-0.16670000000000001,LOW,-0.75,-0.08330000000000004,PESSIMISTIC,0.6114385928073756,0.1625141517367327,-0.06205661627588385
264,27,1,5,Occasionally correct,Always not confident but occasionally partially confident,1,57.09,0,-0.5,0.0,LOW,-0.7,0.050000000000000044,PESSIMISTIC,0.6114385928073756,0.12698409841360814,-0.03553005332312456
265,27,1,6,Occasionally correct,Always not confident but occasionally partially confident,0,22.48,0,-0.5833,-0.08330000000000004,LOW,-0.75,-0.050000000000000044,PESSIMISTIC,0.6114385928073756,0.10773365773651153,-0.01925044067709661
266,27,1,7,Occasionally correct,Always not confident but occasionally partially confident,0,19.6,0,-0.6429,-0.059599999999999986,LOW,-0.7857,-0.035699999999999954,PESSIMISTIC,0.6114385928073756,0.09761464028817113,-0.0101190174483404
267,27,1,8,Occasionally correct,Always not confident but occasionally partially confident,0,94.07,1,-0.6875,-0.04459999999999997,LOW,-0.8125,-0.026800000000000046,PESSIMISTIC,0.6114385928073756,0.2309867114994571,0.13337207121128597
268,27,1,9,Occasionally correct,Always not confident but occasionally partially confident,0,29.03,0,-0.7222,-0.03469999999999995,LOW,-0.8333,-0.02080000000000004,PESSIMISTIC,0.6114385928073756,0.16633431305605784,-0.06465239844339926
269,27,1,10,Occasionally correct,Always not confident but occasionally partially confident,1,50.27,0,-0.7,0.022199999999999998,LOW,-0.8,0.033299999999999996,PESSIMISTIC,0.6114385928073756,0.12909968441110517,-0.037234628644952666
